Name,Review,Date
Chris Prevost,"Normally I don’t leave a review for anyone. We are all working hard to make it. Last night my wife ordered 2 pizzas online for $30 @ 5:00pm coming from Portland, TN store. 5:45 scheduled delivery based on the site. That time passed and my pregnant wife began to get irritated and hungry. When we called to cancel we were told it’s on its way @ 6:00. Then I noticed it’s 6:30 and no pizza, when I called i was told there’s a 2hr difference in the online time vs the store time. Now why hasn’t upper management recognized this flaw in the algorithm and fix it before you lose more customers. Simple logistics. But what irritates me is the driver knew he was late, I stood in my living room window with the lights off inside and watched him sit it on the porch and walk off. No knock on the door, I couldn’t of been seen I made sure of that, then I went and picked up the COLD pizza the driver knew he delivered a rate. Poor upper management, and it’s spreading downhill.|Useful|Share",6-Dec-20
Danny Bravo,the pizza hut on cleveland ave is very disrespectfull maryem you have to treat custmer better than that...|Useful|Share,5-Dec-20
robert,excellent service fast sourteous and very helpfula nd friendly i order from there at least 2 times a week and as a single dad there a big help|Useful|Share,5-Dec-20
Lucy Devereaux,"Lovely, friendly and fast service from the Croxley Green takeaway branch. I didn’t catch your name but thanks for a really pleasant chat, and the sauce!|Useful|Share",4-Dec-20
Janis Melderis,Or made an order Sunday evening. Texas bbq coupe side plus drink as meal deal and extra pizza for £5 and that one was Christmas pizza.I started to eat Xmas pizza and didn't not like the toast on it  had few slises and after that start not feel well. Next morning went to work and couple hours later got send home cos I was being sick or food poisend from Christmas pizza. That ws defenetly last time I order from #pizzahut|Useful|Share,2-Dec-20
Felicia Nan,"Wouldn’t recommend Pizza Hut to trust mid level managers to care about this but Garett at Pizza Hut on Bruceville road in Elk Grove, CA was rude and hung up on me after a corporate glitch. My order fell thru in the system. Call corporate. After an hour the told me to call the store. Called the local store and Garret “manager “ refused to place my pepperoniS on one side of the pizza. He said I needed to pay for extra toppings. That’s not very nice because I’ve already paid for it. Rude little guy he was.|Useful|Share",2-Dec-20
Donna FT,"I like pizza hut. I have frequented 'The hut' many times but have stopped doing so as the salad bar has replaced cous cous with tortilla chips. I have digressed, being partial to a chicken strip now and again I order both those and a pizza from Cambridge Heath Road. Each time I state on the notes: No garlic sprinkles. Garlic sprinkles are always there regardless. I've seen the can they come in, it is a huge hair lacquer type can which is sprayed with gusto by staff giving the pizza a healthy slick of shine  a bizarre taste and shining green particles akin to glitter everywhere. You can't just shake them off, oh no, they are stuck quick. The last pizza I ordered I specified: Please do not put garlic sprinkles on my pizza. I am allergic to them and will die on consumption. Pizza arrived, opened the box and ofcourse sprinkles were there. Please get rid of the sprinkles. They are no use to man nor beast.|Useful|Share",30-Nov-20
Gloria Kippen,Not saying all Pizza Huts are equal but the pizza at 10010 Bruce B Downs was burnt and the customer service by Devyn was worse than the pizza.|Useful|Share,23-Nov-20
Annibel,Just ordered a pizza from Norwood which arrived within the time span and was delivered by a lovely lady called Nalia.|Useful|Share,22-Nov-20
Peter A.,"not as shabby, descent place to go to|Useful|Share",21-Nov-20
Arlene  estergaard,"Visited Pizza Hut in Inverness. Was charged £14.69 for an individual meat feast pizza although menu quoted a lower price and when I checked their prices on their website it showed £9.95. Also £13.99 for three starters which was supposed to be a special offer but, when two of these were portions of soggy oven chips, it wasn’t much of a bargain. One medium glass of wine £5.29 when my local hotel charges £5.00 for a large glass. Potato salad was dry on top as if it had been standing out for ages. All in all a disappointing visit, tastless food overpriced. Staff were nice though but we won’t be visiting again.|Useful|Share",20-Nov-20
Humayun S,"Pizza Hut Warrington Went there a day before the 2nd lockdown it was dead. No one there, we stayed a long time and spent a lot and had fun A week later I got a penalty notice charge from smart eye, £60 for overstaying 20 minutes. I asked Pizza Hut to have the charge overturned, they said they won’t and I need to take it up with the parking company Fully explained that I’d given them a lot of custom that day, 2nd lockdown was occurring, furlough, job losses, Christmas so close, and all they needed to do was make 1 phone call to the parking enforcement company to overturn the charge as I’d been at Pizza Hut...... nope we won’t do that. And then the cheek, at the end of the email they said ‘hope you had a great experience with pizza hut’I think they need to change the name from ‘customer service’ to ‘no customer service’|Useful|Share",20-Nov-20
Dylan Gosney,My pizza was perfect Golden pizza hut always gets it right|Useful|Share,19-Nov-20
Rashii,"If I could rate 0 I would! My order should have arrived within 30-40minutes & it took them 55minutes to deliver only for the pizza to be stone COLD! I called the HAYES store and spoke to manager (AKHIB) very rude and said he can’t do anything about it! I will not be ordering from here again, no customer service at all & not willing to rectify there mistakes! Appalling! Stay clear of this store! I will be taking this further to head office!|Useful|Share",17-Nov-20
Hannah Louise Birtwistle,"I am a customer who is gluten free. I find it very difficult to find a good and satisfying gluten free pizza. I have had an order of Hawaiian pizza on a medium gluten free base. How good it was! Well baked, tasty and gluten free. Thank you Pizza Hut.|Useful|Share",16-Nov-20
Gillian Clark,"Having used Pizza Hut  for several years was quite looking forward to their new rewards systems.....free slices... Got the email telling me I had earned free garlic bread. However, on trying to redeem said free Garlic Bread  to include with out Saturday delivery, it did not work, not linked to my email or linked to my Pizza Hut account. Telephoned the customer services hot line (local delivery shop) who said they had nothing to do with the promotions and we had to go on line to the central customer services, great that’s good, however, again, not working to full capacity due to Covid. I know it’s only garlic bread but having felt I have earned it through loyalty to Pizza Hut it’s pants that you can’t get what’s promised|Useful|Share",16-Nov-20
Barry Gates,Good service but waiting time is more than expected|Useful|Share,14-Nov-20
Lujane Haza,I always order from Pizza Hut and will always do so. The best and finest pizza ever all the staff are cool and down to earth happy people and always smiling. There pizza is always piping hot and delivered on time never once I had it late. As pizza person I have tried so many pizza stores but nothing compares to Pizza Hut.|Useful|Share,13-Nov-20
Zach P.,Their pizza tastes like a weird kind of cardboard but it’s so scrumptious and filling anyway. Some of my favorite kid memories are going to those restaurants and seeing those big red cups and getting root beer and more. I’d love to go back to those days sometimes.|Useful|Share,8-Nov-20
